Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status
GRSM-1273,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Oporornis philadelphia,Mourning Warbler,Approved,Present,Native,Occasional,Migratory,
GRSM-1274,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Parula americana,Northern Parula,Approved,Present,Native,Common,Breeder,
GRSM-1275,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Protonotaria citrea,Prothonotary Warbler,Approved,Not Present (Historical Report),Native,,,
GRSM-1276,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Seiurus aurocapilla,Ovenbird,Approved,Present,Native,Abundant,Breeder,
GRSM-1277,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Seiurus motacilla,Louisiana Waterthrush,Approved,Present,Native,Common,Breeder,
GRSM-1278,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush,Approved,Present,Native,Rare,Migratory,
GRSM-1279,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,Approved,Present,Native,Uncommon,Resident,
GRSM-1280,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Vermivora bachmanii,"Bachman's Warbler, Bachman's Wood Warbler",Approved,Not Present (Historical Report),Native,,,Endangered
GRSM-1281,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler,Approved,Present,Native,Occasional,Migratory,
GRSM-1282,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Vermivora chrysoptera,Golden-Winged Warbler,Approved,Present,Native,Rare,Breeder,Under Review
GRSM-1283,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Vermivora chrysoptera X pinus,Brewster's Warbler,Approved,Not Present (False Report),Unknown,,,
GRSM-1284,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Vermivora lawrencei,Lawrence's Warbler,Approved,Not Present (False Report),Unknown,,,
GRSM-1285,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Vermivora lawrencii,Lawrence's Warbler,In Review,,,,,
GRSM-1286,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Vermivora leucobronchialis,Brewster's Warbler,Approved,Not Present (False Report),Unknown,,,
GRSM-1287,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Vermivora peregrina,Tennessee Warbler,Approved,Present,Native,Common,Migratory,
GRSM-1288,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Vermivora pinus,Blue-Winged Warbler,Approved,Present,Native,Rare,Migratory,
GRSM-1289,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Uncommon,Migratory,Species of Concern
GRSM-1290,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Wilsonia canadensis,Canada Warbler,Approved,Present,Native,Common,Breeder,
GRSM-1291,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Wilsonia citrina,Hooded Warbler,Approved,Present,Native,Common,Breeder,
GRSM-1292,Great Smoky Mountains National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Occasional,Migratory,Species of Concern
GRSM-1293,Great Smoky Mountains National Park,Bird,Passeriformes,Passeridae,Passer domesticus,House Sparrow,Approved,Present,Not Native,Rare,Resident,
GRSM-1294,Great Smoky Mountains National Park,Bird,Passeriformes,Polioptilidae,Polioptila caerulea,Blue-Gray Gnatcatcher,Approved,Present,Native,Common,Breeder,
GRSM-1295,Great Smoky Mountains National Park,Bird,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet,Approved,Present,Native,Uncommon,Resident,
GRSM-1296,Great Smoky Mountains National Park,Bird,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet,Approved,Present,Native,Common,Breeder,
GRSM-1297,Great Smoky Mountains National Park,Bird,Passeriformes,Sittidae,Sitta canadensis,Red-Breasted Nuthatch,Approved,Present,Native,Common,Breeder,
GRSM-1298,Great Smoky Mountains National Park,Bird,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,Approved,Present,Native,Common,Breeder,
GRSM-1299,Great Smoky Mountains National Park,Bird,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,Approved,Present,Not Native,Rare,Breeder,
GRSM-1300,Great Smoky Mountains National Park,Bird,Passeriformes,Troglodytidae,Cistothorus palustris,Marsh Wren,Approved,Present,Native,Occasional,Migratory,
GRSM-1301,Great Smoky Mountains National Park,Bird,Passeriformes,Troglodytidae,Cistothorus platensis,Sedge Wren,Approved,Not Present (Historical Report),Native,,,
GRSM-1302,Great Smoky Mountains National Park,Bird,Passeriformes,Troglodytidae,Thryomanes bewickii,Bewick's Wren,Approved,Not Present (Historical Report),Native,,,
GRSM-1303,Great Smoky Mountains National Park,Bird,Passeriformes,Troglodytidae,Thryomanes bewickii altus,Appalachian Bewick's Wren,Approved,Not Present (Historical Report),Native,,,Species of Concern
GRSM-1304,Great Smoky Mountains National Park,Bird,Passeriformes,Troglodytidae,Thryothorus ludovicianus,Carolina Wren,Approved,Present,Native,Common,Breeder,
GRSM-1305,Great Smoky Mountains National Park,Bird,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren,Approved,Present,Native,Rare,Breeder,
GRSM-1306,Great Smoky Mountains National Park,Bird,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren,Approved,Present,Native,Common,Breeder,
GRSM-1307,Great Smoky Mountains National Park,Bird,Passeriformes,Turdidae,Catharus fuscescens,Veery,Approved,Present,Native,Common,Breeder,
GRSM-1308,Great Smoky Mountains National Park,Bird,Passeriformes,Turdidae,Catharus guttatus,Hermit Thrush,Approved,Present,Native,Uncommon,Breeder,
GRSM-1309,Great Smoky Mountains National Park,Bird,Passeriformes,Turdidae,Catharus minimus,Gray-Cheeked Thrush,Approved,Present,Native,Uncommon,Migratory,
GRSM-1310,Great Smoky Mountains National Park,Bird,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush,Approved,Present,Native,Common,Migratory,
GRSM-1311,Great Smoky Mountains National Park,Bird,Passeriformes,Turdidae,Hylocichla mustelina,Wood Thrush,Approved,Present,Native,Common,Breeder,
GRSM-1312,Great Smoky Mountains National Park,Bird,Passeriformes,Turdidae,Sialia sialis,Eastern Bluebird,Approved,Present,Native,Uncommon,Breeder,
GRSM-1313,Great Smoky Mountains National Park,Bird,Passeriformes,Turdidae,Turdus migratorius,American Robin,Approved,Present,Native,Common,Breeder,
GRSM-1314,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Contopus borealis,Olive-Sided Flycatcher,Approved,Not Present (False Report),Unknown,,,
GRSM-1315,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Rare,Breeder,Species of Concern
GRSM-1316,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Contopus virens,Eastern Wood-Pewee,Approved,Present,Native,Common,Breeder,
GRSM-1317,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Empidonax alnorum,Alder Flycatcher,Approved,Present,Native,Occasional,Migratory,
GRSM-1318,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Empidonax flaviventris,Yellow-Bellied Flycatcher,Approved,Not Present,Native,,,
GRSM-1319,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Empidonax minimus,Least Flycatcher,Approved,Present,Native,Uncommon,Breeder,
GRSM-1320,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Occasional,Migratory,Species of Concern
GRSM-1321,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Empidonax virescens,Acadian Flycatcher,Approved,Present,Native,Common,Breeder,
GRSM-1322,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Myiarchus crinitus,Great Crested Flycatcher,Approved,Present,Native,Uncommon,Breeder,
GRSM-1323,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Sayornis phoebe,Eastern Phoebe,Approved,Present,Native,Common,Breeder,
GRSM-1324,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Tyrannus forficata,Scissor-Tailed Flycatcher,In Review,,,,,
GRSM-1325,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Tyrannus forficatus,Scissor-Tailed Flycatcher,Approved,Not Present (Historical Report),Native,,,
GRSM-1326,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Tyrannus tyrannus,Eastern Kingbird,Approved,Present,Native,Uncommon,Breeder,
GRSM-1327,Great Smoky Mountains National Park,Bird,Passeriformes,Tyrannidae,Tyrannus verticalis,Western Kingbird,Approved,Not Present (Historical Report),Native,,,
GRSM-1328,Great Smoky Mountains National Park,Bird,Passeriformes,Vireonidae,Vireo flavifrons,Yellow-Throated Vireo,Approved,Present,Native,Common,Breeder,
GRSM-1329,Great Smoky Mountains National Park,Bird,Passeriformes,Vireonidae,Vireo gilvus,Warbling Vireo,Approved,Present,Native,Occasional,Migratory,
GRSM-1330,Great Smoky Mountains National Park,Bird,Passeriformes,Vireonidae,Vireo griseus,White-Eyed Vireo,Approved,Present,Native,Uncommon,Breeder,
GRSM-1331,Great Smoky Mountains National Park,Bird,Passeriformes,Vireonidae,Vireo olivaceus,Red-Eyed Vireo,Approved,Present,Native,Abundant,Breeder,
GRSM-1332,Great Smoky Mountains National Park,Bird,Passeriformes,Vireonidae,Vireo philadelphicus,Philadelphia Vireo,Approved,Present,Native,Occasional,Migratory,
GRSM-1333,Great Smoky Mountains National Park,Bird,Passeriformes,Vireonidae,Vireo solitarius,"Blue-Headed Vireo, Solitary Vireo",Approved,Present,Native,Abundant,Breeder,
GRSM-1334,Great Smoky Mountains National Park,Bird,Pelecaniformes,Ardeidae,Ardea alba,Great Egret,Approved,Not Present (Historical Report),Native,,,
GRSM-1335,Great Smoky Mountains National Park,Bird,Pelecaniformes,Ardeidae,Ardea albus,Great Egret,In Review,,,,,
GRSM-1336,Great Smoky Mountains National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Uncommon,Resident,Species of Concern
GRSM-1337,Great Smoky Mountains National Park,Bird,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,Approved,Present,Native,Occasional,Migratory,Species of Concern
GRSM-1338,Great Smoky Mountains National Park,Bird,Pelecaniformes,Ardeidae,Butorides virescens,Green-Backed Heron,Approved,Present,Native,Rare,Breeder,
GRSM-1339,Great Smoky Mountains National Park,Bird,Pelecaniformes,Ardeidae,Egretta caerulea,Little Blue Heron,Approved,Present,Native,Occasional,Migratory,
GRSM-1340,Great Smoky Mountains National Park,Bird,Pelecaniformes,Ardeidae,Ixobrychus exilis,Least Bittern,Approved,Not Present (False Report),Native,,,
GRSM-1341,Great Smoky Mountains National Park,Bird,Pelecaniformes,Ardeidae,Nyctanassa violacea,Yellow-Crowned Night-Heron,Approved,Present,Native,Occasional,Breeder,
GRSM-1342,Great Smoky Mountains National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,Approved,Not Present,Native,,,Species of Concern
GRSM-1343,Great Smoky Mountains National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Not Present (False Report),Native,,,Species of Concern
GRSM-1344,Great Smoky Mountains National Park,Bird,Piciformes,Picidae,Colaptes auratus,Northern Flicker,Approved,Present,Native,Uncommon,Breeder,
GRSM-1345,Great Smoky Mountains National Park,Bird,Piciformes,Picidae,Dryocopus pileatus,Pileated Woodpecker,Approved,Present,Native,Uncommon,Breeder,Species of Concern
GRSM-1346,Great Smoky Mountains National Park,Bird,Piciformes,Picidae,Melanerpes carolinus,Red-Bellied Woodpecker,Approved,Present,Native,Uncommon,Breeder,
GRSM-1347,Great Smoky Mountains National Park,Bird,Piciformes,Picidae,Melanerpes erythrocephalus,Red-Headed Woodpecker,Approved,Present,Native,Rare,Breeder,
GRSM-1348,Great Smoky Mountains National Park,Bird,Piciformes,Picidae,Picoides borealis,Red-Cockaded Woodpecker,Approved,Not Present (Historical Report),Native,,,Endangered
GRSM-1349,Great Smoky Mountains National Park,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Common,Breeder,Species of Concern
GRSM-1350,Great Smoky Mountains National Park,Bird,Piciformes,Picidae,Picoides villosus,Hairy Woodpecker,Approved,Present,Native,Common,Breeder,
GRSM-1351,Great Smoky Mountains National Park,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Present,Native,Uncommon,Breeder,Species of Concern
GRSM-1352,Great Smoky Mountains National Park,Bird,Podicipediformes,Podicipedidae,Podiceps auritus,Horned Grebe,Approved,Not Present (Historical Report),Native,,,
GRSM-1353,Great Smoky Mountains National Park,Bird,Podicipediformes,Podicipedidae,Podilymbus podiceps,Pied-Billed Grebe,Approved,Present,Native,Rare,Migratory,
GRSM-1354,Great Smoky Mountains National Park,Bird,Procellariiformes,Hydrobatidae,Oceanodroma castro,Band-Rumped Storm-Petrel,Approved,Not Present (Historical Report),Not Native,,,
GRSM-1355,Great Smoky Mountains National Park,Bird,Strigiformes,Strigidae,Aegolius,Saw-Whet Owls,In Review,,,,,
GRSM-1356,Great Smoky Mountains National Park,Bird,Strigiformes,Strigidae,Aegolius acadicus,Northern Saw-Whet Owl,Approved,Present,Native,Uncommon,Breeder,
GRSM-1357,Great Smoky Mountains National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Occasional,Migratory,Species of Concern
GRSM-1358,Great Smoky Mountains National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Not Confirmed,Native,,,Species of Concern
GRSM-1359,Great Smoky Mountains National Park,Bird,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl,Approved,Present,Native,Rare,Breeder,
GRSM-1360,Great Smoky Mountains National Park,Bird,Strigiformes,Strigidae,Megascops asio,"Eastern Screech Owl, Eastern Screech-Owl",In Review,,,,,
GRSM-1361,Great Smoky Mountains National Park,Bird,Strigiformes,Strigidae,Otus asio,Eastern Screech-Owl,Approved,Present,Native,Uncommon,Breeder,
GRSM-1362,Great Smoky Mountains National Park,Bird,Strigiformes,Strigidae,Strix varia,Barred Owl,Approved,Present,Native,Uncommon,Breeder,
GRSM-1363,Great Smoky Mountains National Park,Bird,Strigiformes,Tytonidae,Tyto alba,"Barn Owl, Common Barn-Owl",Approved,Not Confirmed,Native,,,
GRSM-1364,Great Smoky Mountains National Park,Bird,Strigiformes,Tytonidae,Tytonidae,Barn-Owls,In Review,,,,,
GRSM-1365,Great Smoky Mountains National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Occasional,Migratory,Species of Concern
GRSM-1366,Great Smoky Mountains National Park,Reptile,Squamata,Anguidae,Ophisaurus attenuatus longicaudus,Eastern Slender Glass Lizard,Approved,Present,Native,Common,Breeder,
GRSM-1367,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Carphophis,"Worm Snakes, Wormsnakes",In Review,,,,,
GRSM-1368,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Carphophis amoenus amoenus,Eastern Worm Snake,Approved,Present,Native,Common,Breeder,
GRSM-1369,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Carphophis amoenus helenae,Midwest Worm Snake,Approved,Not Present (False Report),Unknown,,,
GRSM-1370,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Cemophora coccinea copei,Northern Scarlet Snake,Approved,Present,Native,Rare,Breeder,
GRSM-1371,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Coluber constrictor constrictor,Northern Black Racer,Approved,Present,Native,Common,Breeder,
GRSM-1372,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Diadophis punctatus edwardsii,Northern Ringneck Snake,Approved,Present,Native,Common,Breeder,
GRSM-1373,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Elaphe guttata guttata,Corn Snake,Approved,Present,Native,Common,Breeder,
GRSM-1374,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Elaphe obsoleta obsoleta,Black Rat Snake,Approved,Present,Native,Common,Breeder,
GRSM-1375,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Heterodon platirhinos,Eastern Hognose Snake,Approved,Present,Native,Uncommon,Breeder,
GRSM-1376,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Lampropeltis,"Kingsnakes, Milk Snakes",In Review,,,,,
GRSM-1377,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Lampropeltis calligaster rhombomaculata,Mole Kingsnake,Approved,Present,Native,Uncommon,Breeder,
GRSM-1378,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Lampropeltis getula getula,Eastern Kingsnake,Approved,Present,Native,Common,Breeder,
GRSM-1379,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Lampropeltis getula nigra,Black Kingsnake,Approved,Present,Native,Common,Breeder,
GRSM-1380,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Lampropeltis triangulum elapsoides,Scarlet Kingsnake,Approved,Not Present (Historical Report),Native,,,
GRSM-1381,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Lampropeltis triangulum triangulum,Eastern Milk Snake,Approved,Present,Native,Uncommon,Breeder,
GRSM-1382,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Nerodia erythrogaster,Plainbelly Water Snake,Approved,Not Present (False Report),Unknown,,,
GRSM-1383,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Nerodia erythrogaster flavigaster,"Yellowbelly Water Snake, Yellowbelly Watersnake",Approved,Not Present (False Report),Unknown,,,
GRSM-1384,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Nerodia sipedon sipedon,Northern Water Snake,Approved,Present,Native,Common,Breeder,
GRSM-1385,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Opheodrys aestivus aestivus,Eastern Rough Green Snake,Approved,Present,Native,Common,Breeder,
GRSM-1386,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Pituophis melanoleucus melanoleucus,Northern Pine Snake,Approved,Present,Native,Uncommon,Breeder,Species of Concern
GRSM-1387,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Regina septemvittata,Queen Snake,Approved,Present,Native,Common,Breeder,Species of Concern
GRSM-1388,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Storeria dekayi dekayi,Northern Brown Snake,Approved,Not Present (False Report),Unknown,,,
GRSM-1389,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Storeria dekayi wrightorum,Midland Brown Snake,Approved,Present,Native,Common,Breeder,
GRSM-1390,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Storeria occipitomaculata occipitomaculata,Northern Redbelly Snake,Approved,Present,Native,Common,Breeder,
GRSM-1391,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Tantilla coronata,Southeastern Crowned Snake,Approved,Present,Native,Uncommon,Breeder,
GRSM-1392,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Thamnophis sirtalis sirtalis,Common Garter Snake,Approved,Present,Native,Common,Breeder,
GRSM-1393,Great Smoky Mountains National Park,Reptile,Squamata,Colubridae,Virginia valeriae valeriae,Eastern Earth Snake,Approved,Present,Native,Common,Breeder,
GRSM-1394,Great Smoky Mountains National Park,Reptile,Squamata,Iguanidae,Anolis carolinensis carolinensis,Northern Green Anole,Approved,Present,Native,Common,Breeder,
GRSM-1395,Great Smoky Mountains National Park,Reptile,Squamata,Iguanidae,Sceloporus undulatus hyacinthinus,Northern Fence Lizard,Approved,Present,Native,Common,Breeder,
GRSM-1396,Great Smoky Mountains National Park,Reptile,Squamata,Scincidae,Eumeces anthracinus,Coal Skink,Approved,Present,Native,Rare,Breeder,
GRSM-1397,Great Smoky Mountains National Park,Reptile,Squamata,Scincidae,Eumeces fasciatus,Five-Lined Skink,Approved,Present,Native,Common,Breeder,
GRSM-1398,Great Smoky Mountains National Park,Reptile,Squamata,Scincidae,Eumeces inexpectatus,Southeastern Five-Lined Skink,Approved,Present,Native,Rare,Breeder,
GRSM-1399,Great Smoky Mountains National Park,Reptile,Squamata,Scincidae,Eumeces laticeps,Broadhead Skink,Approved,Present,Native,Unknown,Breeder,
GRSM-1400,Great Smoky Mountains National Park,Reptile,Squamata,Scincidae,Scincella lateralis,Ground Skink,Approved,Present,Native,Common,Breeder,
GRSM-1401,Great Smoky Mountains National Park,Reptile,Squamata,Teiidae,Cnemidophorus sexlineatus sexlineatus,Eastern Six-Lined Racerunner,Approved,Present,Native,Common,Breeder,
GRSM-1402,Great Smoky Mountains National Park,Reptile,Squamata,Viperidae,Agkistrodon contortrix mokasen,Northern Copperhead,Approved,Present,Native,Common,Breeder,
GRSM-1403,Great Smoky Mountains National Park,Reptile,Squamata,Viperidae,Crotalus horridus,Timber Rattlesnake,Approved,Present,Native,Common,Breeder,
GRSM-1404,Great Smoky Mountains National Park,Reptile,Testudines,Chelydridae,Chelydra serpentina serpentina,Common Snapping Turtle,Approved,Present,Native,Common,Breeder,
GRSM-1405,Great Smoky Mountains National Park,Reptile,Testudines,Emydidae,Chrysemys picta marginata,Midland Painted Turtle,Approved,Present,Native,Common,Breeder,
GRSM-1406,Great Smoky Mountains National Park,Reptile,Testudines,Emydidae,Chrysemys picta picta,Eastern Painted Turtle,Approved,Not Present (False Report),Unknown,,,
GRSM-1407,Great Smoky Mountains National Park,Reptile,Testudines,Emydidae,Clemmys muhlenbergii,Bog Turtle,Approved,Not Present (False Report),Native,,,
GRSM-1408,Great Smoky Mountains National Park,Reptile,Testudines,Emydidae,Graptemys geographica,"Common Map Turtle, Map Turtle",Approved,Present,Native,Unknown,Breeder,
GRSM-1409,Great Smoky Mountains National Park,Reptile,Testudines,Emydidae,Graptemys ouachitensis,Ouachita Map Turtle,Approved,Not Present (False Report),Unknown,,,
GRSM-1410,Great Smoky Mountains National Park,Reptile,Testudines,Emydidae,Terrapene carolina carolina,Eastern Box Turtle,Approved,Present,Native,Common,Breeder,
GRSM-1411,Great Smoky Mountains National Park,Reptile,Testudines,Emydidae,Trachemys scripta,Slider,Approved,Not Present (False Report),Unknown,,,
GRSM-1412,Great Smoky Mountains National Park,Reptile,Testudines,Emydidae,Trachemys scripta troostii,Cumberland Slider,In Review,,,,,
GRSM-1413,Great Smoky Mountains National Park,Reptile,Testudines,Emydidae,Trachemys scripta trootsi,,Approved,Present,Native,Unknown,Breeder,
GRSM-1414,Great Smoky Mountains National Park,Reptile,Testudines,Kinosternidae,Sternotherus minor peltifer,"Stripeneck Musk Turtle, Stripe-Necked Musk Turtle",Approved,Present,Native,Rare,Breeder,
GRSM-1415,Great Smoky Mountains National Park,Reptile,Testudines,Kinosternidae,Sternotherus odoratus,Common Musk Turtle,Approved,Present,Native,Unknown,Breeder,
GRSM-1416,Great Smoky Mountains National Park,Reptile,Testudines,Trionychidae,Apalone spinifera spinifera,"Eastern Spiny Softshell, Northern Spiny Softshell Turtle",Approved,Present,Native,Uncommon,Breeder,
GRSM-1417,Great Smoky Mountains National Park,Amphibian,Anura,Bufonidae,Bufo americanus americanus,Eastern American Toad,Approved,Present,Native,Common,Breeder,
GRSM-1418,Great Smoky Mountains National Park,Amphibian,Anura,Bufonidae,Bufo fowleri,"Fowler's Toad, Woodhouse's Toad",Approved,Present,Native,Uncommon,Breeder,
GRSM-1419,Great Smoky Mountains National Park,Amphibian,Anura,Hylidae,Acris crepitans crepitans,Northern Cricket Frog,Approved,Not Present (False Report),Native,,,
GRSM-1420,Great Smoky Mountains National Park,Amphibian,Anura,Hylidae,Hyla chrysoscelis,Cope's Gray Treefrog,Approved,Present,Native,Uncommon,Breeder,
GRSM-1421,Great Smoky Mountains National Park,Amphibian,Anura,Hylidae,Hyla versicolor,Gray Treefrog,Approved,Not Present (False Report),Native,,,
GRSM-1422,Great Smoky Mountains National Park,Amphibian,Anura,Hylidae,Pseudacris brachyphona,Mountain Chorus Frog,Approved,Not Present (False Report),Native,,,
GRSM-1423,Great Smoky Mountains National Park,Amphibian,Anura,Hylidae,Pseudacris crucifer crucifer,Northern Spring Peeper,Approved,Present,Native,Uncommon,Breeder,
GRSM-1424,Great Smoky Mountains National Park,Amphibian,Anura,Hylidae,Pseudacris feriarum feriarum,Upland Chorus Frog,Approved,Present,Native,Uncommon,Breeder,
GRSM-1425,Great Smoky Mountains National Park,Amphibian,Anura,Hylidae,Pseudacris triseriata,"Striped Chorus Frog, Western Chorus Frog",Approved,Not Present (False Report),Native,,,
GRSM-1426,Great Smoky Mountains National Park,Amphibian,Anura,Microhylidae,Gastrophryne carolinensis,Eastern Narrow-Mouthed Toad,Approved,Present,Native,Rare,Breeder,
GRSM-1427,Great Smoky Mountains National Park,Amphibian,Anura,Ranidae,Rana catesbeiana,American Bullfrog,Approved,Present,Native,Common,Breeder,
GRSM-1428,Great Smoky Mountains National Park,Amphibian,Anura,Ranidae,Rana clamitans melanota,Northern Green Frog,Approved,Present,Native,Common,Breeder,
GRSM-1429,Great Smoky Mountains National Park,Amphibian,Anura,Ranidae,Rana palustris,Pickerel Frog,Approved,Present,Native,Uncommon,Breeder,
GRSM-1430,Great Smoky Mountains National Park,Amphibian,Anura,Ranidae,Rana pipiens,Northern Leopard Frog,Approved,Not Present (Historical Report),Native,,,
GRSM-1431,Great Smoky Mountains National Park,Amphibian,Anura,Ranidae,Rana sphenocephala,Southern Leopard Frog,Approved,Not Present (False Report),Native,,,
GRSM-1432,Great Smoky Mountains National Park,Amphibian,Anura,Ranidae,Rana sylvatica,Wood Frog,Approved,Present,Native,Common,Breeder,
GRSM-1433,Great Smoky Mountains National Park,Amphibian,Anura,Scaphiopodidae,Scaphiopus holbrookii holbrookii,Eastern Spadefoot,Approved,Present,Native,Rare,Breeder,
GRSM-1434,Great Smoky Mountains National Park,Amphibian,Caudata,Ambystomatidae,Ambystoma maculatum,Spotted Salamander,Approved,Present,Native,Uncommon,Breeder,
GRSM-1435,Great Smoky Mountains National Park,Amphibian,Caudata,Ambystomatidae,Ambystoma opacum,Marbled Salamander,Approved,Present,Native,Rare,Breeder,
GRSM-1436,Great Smoky Mountains National Park,Amphibian,Caudata,Ambystomatidae,Ambystoma talpoideum,Mole Salamander,Approved,Present,Native,Rare,Breeder,
GRSM-1437,Great Smoky Mountains National Park,Amphibian,Caudata,Cryptobranchidae,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Approved,Present,Native,Rare,Breeder,Species of Concern
GRSM-1438,Great Smoky Mountains National Park,Amphibian,Caudata,Plethodontidae,Aneides aeneus,Green Salamander,Approved,Not Present (Historical Report),Native,,,Under Review
GRSM-1439,Great Smoky Mountains National Park,Amphibian,Caudata,Plethodontidae,Desmognathus aeneus,Seepage Salamander,Approved,Present,Native,Rare,Breeder,Under Review
GRSM-1440,Great Smoky Mountains National Park,Amphibian,Caudata,Plethodontidae,Desmognathus conanti,Spotted Dusky Salamander,Approved,Present,Native,Common,Breeder,
GRSM-1441,Great Smoky Mountains National Park,Amphibian,Caudata,Plethodontidae,Desmognathus imitator,Imitator Salamander,Approved,Present,Native,Common,Breeder,
